SO2;NO2;O3;PM2.5;PM10
11,97;26,12;57,19;24,86;54,34
17,82;26,09;47,88;20,09;42,75
10,28;23,18;38,62;18,11;36,98
26,04;32,38;40,39;28,09;54,88
8,05;21,24;57,37;29,69;59,96
13,12;26,71;66,00;33,26;66,06
7,67;17,55;61,43;17,49;33,15
21,59;28,06;45,70;18,81;41,74
12,68;27,25;48,34;26,37;55,30
12,98;26,09;49,59;20,36;40,28
15,25;19,69;49,35;17,57;40,41
13,66;20,92;43,11;14,59;26,07
29,31;27,32;48,56;20,51;34,02
16,64;27,48;50,70;23,28;46,32
13,06;29,42;52,69;27,54;72,35
13,61;30,77;53,57;26,21;62,31
12,70;24,37;62,85;34,96;73,18
8,15;15,81;55,86;18,40;32,22
18,78;26,93;51,03;28,60;48,66
10,31;24,30;49,47;25,43;52,08
15,27;18,95;53,47;16,46;39,68
12,22;21,79;50,36;31,04;58,14
7,49;16,80;55,18;22,82;45,48
7,83;13,82;62,33;29,24;89,02
10,91;19,84;59,67;24,76;56,66
11,43;19,42;47,74;23,14;52,29
17,65;21,72;45,69;31,27;50,22
6,48;21,35;54,02;27,49;42,01
8,13;19,08;63,67;30,78;47,37
7,59;18,89;76,17;20,04;47,82
8,83;21,02;74,19;25,27;45,11
10,63;23,06;66,72;21,09;37,91
7,11;23,60;59,49;21,46;36,99
13,62;28,61;54,01;28,23;47,84
8,05;26,44;62,59;37,12;62,73
9,20;28,49;67,08;28,99;47,41
11,80;34,90;74,45;30,03;52,25
8,12;25,43;66,67;26,80;50,61
8,01;25,45;57,66;28,93;61,39
7,91;25,80;56,04;25,53;48,59
10,66;28,87;53,91;32,75;58,70
9,37;22,81;61,58;25,34;43,76
11,07;20,82;76,48;34,72;52,12
10,87;24,61;78,35;25,50;40,59
6,76;23,12;59,63;44,27;66,36
6,90;18,54;64,74;32,97;57,51
7,77;19,76;55,48;35,47;56,48
6,41;18,04;69,50;29,02;44,93
7,48;18,20;65,46;30,30;49,23
10,71;22,42;69,69;26,15;37,32
6,83;20,14;70,79;19,54;28,28
8,07;17,04;69,71;20,74;32,14
11,02;22,50;58,23;20,65;36,83
13,96;25,25;66,32;30,70;46,64
10,88;18,82;59,96;21,66;34,83
6,61;14,98;61,93;21,71;38,71
6,55;16,00;84,07;19,44;34,23
18,98;19,17;54,21;26,57;47,27
13,18;22,81;43,52;26,97;41,58
9,85;18,54;62,81;19,36;31,15
6,98;24,21;61,67;23,45;35,40
7,24;23,38;76,33;25,67;41,20
7,30;20,72;68,37;25,92;41,74
7,09;32,90;53,41;25,02;42,56
9,48;38,11;58,60;23,93;35,55
11,61;34,26;75,41;27,84;42,71
7,00;21,81;68,82;26,34;36,84
7,80;30,77;59,75;23,61;38,58
6,21;28,53;68,53;22,76;37,29
7,04;21,47;80,36;23,39;49,76
7,96;25,08;66,89;25,27;56,07
24,53;32,25;49,30;31,39;51,39
11,95;31,18;54,87;22,88;42,55
8,47;20,32;66,06;26,71;51,73
12,00;29,82;78,06;26,38;44,31
10,47;28,07;64,10;33,54;46,48
9,64;31,58;61,23;29,65;47,94
13,10;27,87;75,00;39,24;56,38
9,80;30,02;65,29;31,48;41,66
8,61;28,85;65,00;30,84;48,85
8,60;22,13;70,63;25,25;43,83
9,32;24,65;59,32;22,16;36,13
12,04;29,85;57,68;27,78;42,79
12,74;29,60;53,02;38,63;48,06
11,16;30,11;55,14;41,94;57,56
10,33;22,20;55,06;38,68;61,07
24,85;36,34;60,30;46,13;65,25
11,49;28,05;61,20;48,09;66,44
9,52;23,11;60,66;23,52;40,93
18,34;34,27;76,86;32,76;53,66
11,91;28,64;61,78;21,51;48,58
9,59;29,61;69,58;21,78;41,41
13,28;26,46;80,93;24,50;53,64
7,15;26,68;72,38;21,31;41,34
15,70;25,89;26,73;32,38;53,19
7,09;19,94;41,27;25,34;48,76
5,89;20,67;43,06;43,04;73,04
9,72;26,39;49,88;32,82;66,43
9,49;21,63;54,69;48,20;79,71
18,80;27,82;48,19;44,10;62,32
22,61;32,21;57,07;44,20;84,90
15,53;28,52;58,41;77,46;121,00
7,86;21,42;60,82;47,31;64,92
8,06;18,66;60,45;37,86;61,30
14,34;18,32;42,09;22,16;38,77
12,65;23,46;43,74;18,02;32,98
9,66;20,75;49,53;26,75;44,73
7,45;20,33;42,35;33,04;56,00
12,16;20,84;34,27;36,23;56,10
23,81;24,97;39,82;43,50;68,03
14,72;20,78;55,09;40,99;79,83
21,10;29,10;53,81;37,02;62,99
9,62;19,28;54,48;52,34;79,59
6,17;21,16;53,99;35,63;49,99
12,95;23,00;59,90;41,65;70,26
13,98;21,42;52,32;41,10;79,72
11,18;19,10;41,83;28,78;63,14
11,12;16,23;39,71;15,35;31,64
16,19;20,10;41,87;18,15;34,17
21,25;30,42;47,97;27,32;46,24
7,39;32,36;49,13;28,08;46,84
8,41;27,27;56,89;42,44;63,40
9,73;24,06;50,00;40,48;55,15
4,81;27,82;50,86;32,40;56,96
5,39;22,16;42,45;36,51;58,63
3,67;17,79;43,06;39,26;65,21
3,33;19,36;46,10;45,18;65,16
3,25;18,46;34,34;45,93;70,68
3,19;15,92;44,21;40,94;49,01
10,04;18,44;61,87;29,22;36,21
5,48;21,65;47,69;36,74;49,10
14,56;26,93;43,29;42,40;62,35
23,66;36,00;40,70;28,94;45,22
19,55;29,97;63,91;46,09;54,86
14,25;27,15;59,25;49,83;58,76
11,36;19,89;56,82;38,26;40,00
10,20;14,93;46,08;29,64;46,31
14,28;17,33;53,25;35,86;59,44
22,76;26,87;34,77;34,92;58,72
7,92;16,48;48,90;44,05;66,90
10,43;19,86;63,06;37,81;62,70
12,82;29,78;58,27;45,97;74,51
11,79;23,93;50,06;44,43;67,88
10,79;26,93;41,84;31,33;44,54
13,80;21,16;45,08;32,50;48,45
9,63;21,07;60,15;30,87;42,58
14,38;27,01;62,86;40,01;56,37
15,69;23,57;40,22;31,35;44,89
15,65;17,41;32,40;21,83;33,13
10,12;16,50;40,50;23,59;37,90
9,93;18,18;40,42;21,88;31,07
11,76;19,11;43,62;33,90;49,64
15,43;22,79;32,26;22,22;36,89
11,29;20,79;46,14;15,28;21,24
14,07;19,32;41,26;24,73;33,52
18,37;19,32;42,86;39,71;51,02
16,26;24,21;39,43;40,38;73,14
18,51;26,33;46,14;49,23;72,76
16,46;30,31;57,08;49,63;63,07
16,47;25,37;64,21;40,21;54,25
33,87;30,92;44,26;51,24;61,90
14,13;29,81;67,13;51,26;72,58
14,52;33,68;42,90;48,21;68,95
13,94;30,18;54,06;46,39;67,91
13,41;24,57;57,58;40,70;60,61
17,08;23,51;63,17;34,63;53,62
20,36;34,95;45,93;43,11;59,83
22,05;32,62;47,91;32,76;50,70
15,93;24,74;53,78;26,57;44,94
12,88;18,34;49,44;15,82;26,83
20,11;25,54;49,54;21,91;36,22
20,17;32,19;55,39;31,26;47,98
16,56;34,83;65,16;38,53;58,30
26,85;37,06;67,63;39,72;61,16
13,84;30,86;58,57;34,17;52,71
20,54;30,24;62,04;24,21;42,12
12,02;30,03;57,63;36,87;56,91
12,86;27,46;52,64;36,07;49,10
19,07;22,88;48,10;26,80;39,77
25,12;27,22;48,99;23,95;36,51
27,80;30,77;40,89;28,17;49,41
25,42;38,47;43,94;31,01;54,60
15,69;35,12;53,77;38,34;59,84
10,11;38,11;52,25;40,78;56,68
14,77;27,53;60,69;39,75;52,32
17,25;24,99;48,02;30,18;39,16
9,06;22,43;46,68;27,68;40,96
5,95;29,44;48,77;30,99;54,53
11,22;37,83;55,65;29,99;52,06
11,78;41,72;57,01;41,47;64,59
13,40;35,88;53,33;51,69;72,44
27,42;55,71;55,36;41,17;67,50
15,70;50,18;63,20;43,33;69,25
16,83;45,41;64,62;44,39;71,73
15,78;52,28;59,63;49,02;72,27
18,32;48,53;56,44;47,45;75,57
14,55;46,67;54,60;42,90;72,13
6,41;40,08;47,35;31,69;51,13
10,52;39,92;40,96;29,30;48,37
6,80;36,66;39,20;30,43;55,30
11,69;35,64;42,18;36,46;62,83
15,96;40,19;41,31;54,03;78,41
16,54;41,60;39,16;58,37;87,74
10,78;43,09;35,12;32,95;68,76
12,85;34,44;40,05;25,60;52,02
11,81;38,09;40,78;24,31;45,35
9,95;29,93;44,00;21,73;38,75
8,41;31,53;42,35;27,52;39,28
8,21;30,94;42,57;21,69;36,76
9,37;37,49;37,36;25,65;45,09
13,23;42,66;37,59;29,49;51,30
20,56;47,01;43,13;38,01;63,85
26,62;54,33;52,73;37,69;67,83
27,75;52,05;54,10;43,71;69,71
25,21;36,27;57,68;34,53;55,45
15,64;38,62;53,07;34,79;55,72
16,82;38,84;51,89;40,26;64,74
18,09;43,35;50,05;50,05;80,85
31,51;46,96;42,64;49,46;77,28
26,25;42,11;40,12;39,26;69,45
23,51;36,01;37,11;29,49;50,95
16,97;28,66;40,12;27,75;49,20
17,37;34,91;41,86;33,62;56,53
12,35;35,77;44,45;33,91;55,44
16,62;32,97;48,32;35,69;60,04
11,66;34,96;48,49;29,53;52,78
12,62;33,12;42,47;30,91;56,25
13,02;34,10;47,39;32,83;53,33
12,52;34,34;48,80;32,01;54,82
11,81;33,63;45,48;31,02;52,04
11,88;35,36;44,03;30,21;50,78
15,12;38,03;43,13;35,45;61,31
14,37;32,50;52,22;31,15;51,72
13,98;27,67;46,64;28,41;45,65
14,86;29,62;42,19;26,74;46,19
12,32;26,57;45,31;25,24;42,08
12,17;25,63;46,18;25,38;42,10
14,22;29,39;47,00;25,94;43,97
14,79;31,52;43,91;26,19;44,16
20,90;34,76;44,06;29,68;49,67
18,61;31,17;46,00;29,63;48,87
14,01;35,23;46,25;34,44;54,47
15,27;30,50;47,87;30,89;50,63
17,95;32,97;50,20;31,72;52,87
12,92;30,08;54,90;32,70;53,82
13,75;31,91;53,55;33,43;53,60
12,89;27,80;47,04;33,06;52,84
12,57;27,82;47,86;32,88;54,20
13,86;28,30;49,45;27,67;44,30
15,04;26,35;44,37;26,34;42,25
18,64;29,44;42,34;30,49;48,94
12,33;27,16;46,17;29,77;47,71
14,52;30,65;46,41;31,53;52,58
14,09;32,48;45,71;30,23;48,29
21,71;36,64;51,69;33,70;52,73
15,99;35,77;53,88;28,92;50,58
14,59;32,73;49,45;29,70;49,44
19,74;36,74;47,97;30,69;50,29
17,66;31,35;51,05;30,06;50,21
21,47;31,50;50,92;31,36;52,51
11,26;24,61;49,46;24,65;44,78
23,85;34,92;46,71;28,35;52,00
17,32;30,34;47,57;27,81;49,64
15,83;27,49;52,38;27,98;45,34
13,61;30,18;49,27;28,33;48,61
26,48;35,09;48,53;32,89;55,74
21,54;32,67;48,23;31,03;50,57
13,22;28,14;49,83;27,70;47,50
22,50;31,29;47,97;30,56;50,63
14,03;26,78;51,68;27,28;47,92
19,88;29,27;51,36;27,62;47,10
15,82;27,56;50,83;27,62;45,63
15,66;30,09;49,59;32,35;52,94
16,66;32,07;51,36;30,34;52,24
12,34;29,61;53,86;26,89;46,71
15,80;29,54;49,23;27,12;46,05
13,29;29,26;46,64;28,90;49,18
16,83;28,90;48,81;29,10;45,67
25,72;32,93;47,11;31,05;51,22
16,56;25,94;48,88;27,66;47,22
16,81;26,95;51,71;27,79;48,54
18,19;37,55;46,22;30,33;50,96
17,48;33,33;49,12;31,68;50,71
14,96;33,54;47,44;29,84;50,05
16,14;31,81;49,63;30,70;48,63
19,81;33,97;48,70;31,08;49,87
18,56;33,64;45,83;29,57;51,12
19,24;32,26;47,44;30,83;48,51
19,16;35,77;45,48;31,13;52,91
18,36;34,66;42,09;30,17;50,98
18,23;32,47;39,37;29,28;48,56
10,79;28,20;49,57;26,74;43,93
13,21;33,37;46,41;27,65;45,84
18,30;34,14;49,49;29,96;48,70
17,63;34,85;50,77;28,25;44,71
11,82;29,04;59,05;25,11;42,92
15,22;32,54;53,22;27,62;48,85
18,52;32,02;49,26;28,23;52,67
10,81;26,03;48,87;23,97;41,57
24,13;37,41;41,19;32,16;55,36
18,65;34,01;46,67;30,47;48,69
20,24;37,67;42,59;30,69;50,19
14,68;33,61;43,92;30,63;47,86
24,93;40,48;45,67;31,10;51,02
23,26;40,15;48,85;32,43;52,97
17,56;28,41;50,42;29,68;47,66
16,99;33,41;49,58;32,12;52,47
20,23;36,06;46,94;32,07;51,15
15,74;35,87;49,82;29,88;50,54
18,75;36,81;44,14;29,92;48,19
28,25;42,93;41,71;32,15;52,70
19,06;30,87;48,14;31,81;52,11
30,59;34,69;46,63;31,42;51,38
18,61;30,50;48,78;28,20;46,80
26,50;30,37;33,98;23,20;42,65
20,16;30,26;42,55;24,77;39,04
17,80;28,56;45,70;25,46;43,67
22,64;29,12;50,17;27,80;42,41
15,90;27,84;47,61;28,30;44,95
14,53;26,74;47,70;31,31;41,19
18,95;30,22;42,84;29,77;48,42
16,84;36,08;45,24;27,60;42,71
18,65;31,13;52,18;26,48;37,80
17,31;32,29;53,16;26,11;37,88
16,63;39,78;49,53;31,64;45,12
24,30;45,75;52,49;42,13;48,08
21,64;38,83;59,85;43,64;48,91
15,70;37,10;48,54;28,67;44,50
11,37;33,33;50,96;26,05;40,59
15,55;23,63;64,15;37,70;72,54
8,95;18,14;50,81;20,94;28,45
9,94;20,78;44,18;18,13;28,26
15,58;22,17;54,88;24,33;28,85
16,34;30,02;55,00;30,00;37,42
15,31;30,49;52,04;33,34;51,22
15,02;34,92;50,08;34,11;64,52
16,04;23,61;47,85;22,43;33,44
9,62;26,32;40,88;25,10;34,45
18,08;27,25;40,54;25,77;38,82
14,35;26,06;50,33;24,13;34,44
13,17;24,56;53,63;24,65;32,73
15,91;27,65;55,58;26,69;36,93
13,94;26,35;56,19;22,99;35,66
10,07;26,72;53,26;21,85;33,48
12,11;25,66;56,93;25,86;43,44
14,01;23,09;56,54;21,35;31,42
15,82;23,91;53,71;21,24;32,60
13,28;24,53;51,20;20,09;32,10
19,82;30,59;56,06;24,56;36,22
19,21;33,12;50,38;23,47;36,90
14,02;30,77;51,46;28,40;43,22
14,97;36,79;54,95;32,26;47,42
18,26;47,09;55,09;35,83;52,76
16,77;47,09;71,00;37,26;53,07
12,84;32,23;77,11;28,83;41,59
18,87;40,31;65,30;35,68;50,94
15,36;33,56;70,44;34,42;50,84
18,07;37,10;75,65;26,49;37,70
21,28;45,11;70,99;36,29;49,51
14,43;37,47;76,36;36,45;50,17
13,75;25,54;86,13;31,22;48,16
21,96;22,85;56,43;26,77;42,99
16,26;29,12;52,25;24,57;33,38
9,43;28,37;65,82;26,25;30,00
16,94;38,94;78,02;34,99;42,45
16,28;36,32;81,86;35,76;42,44
14,48;41,54;76,53;29,25;38,69
10,92;24,12;69,63;24,91;40,36
13,24;21,81;59,42;15,50;26,81
12,77;23,30;63,96;27,45;42,34
9,27;24,38;58,36;19,03;23,83
18,28;33,35;56,59;24,88;30,06
10,32;23,33;63,99;24,23;31,32
9,18;26,48;62,47;21,88;29,85
16,23;32,30;71,56;32,69;31,11
7,03;15,50;103,91;12,04;16,10
7,58;19,99;93,33;13,22;21,59
11,54;32,22;69,77;19,59;28,61
13,46;33,79;72,22;22,24;34,10
10,29;32,37;65,04;14,48;22,39
11,08;35,24;62,45;23,35;26,96
6,58;24,68;86,67;12,42;15,89
12,00;26,91;74,45;21,34;29,29
8,33;24,08;81,51;16,35;19,46
5,52;13,01;60,19;7,25;12,46
19,78;28,29;55,00;10,61;14,68
9,75;28,08;56,25;12,72;18,57
14,81;29,10;72,60;17,95;27,62
10,24;18,10;75,29;12,70;18,58
16,41;19,54;76,78;16,96;28,72
9,06;19,14;61,44;14,18;25,85
9,40;13,52;52,53;7,61;14,84
22,23;31,03;48,46;13,61;22,28
8,20;22,80;60,70;15,25;23,65
11,13;25,82;51,45;13,95;21,66
11,20;24,35;75,20;20,76;30,40
8,12;23,06;85,77;16,71;21,92
9,44;30,07;62,14;23,16;27,77
8,68;28,01;72,47;20,70;27,53
10,06;24,32;89,18;14,81;20,87
7,15;26,27;72,59;11,25;15,48
20,96;29,15;49,97;16,12;27,90
24,65;27,56;39,92;18,96;28,41
17,05;24,45;48,83;19,19;28,51
10,39;24,82;60,34;18,21;28,05
18,17;33,63;57,02;25,16;43,00
26,60;35,41;66,73;21,90;31,82
22,22;37,82;53,16;21,01;31,69
24,36;37,27;59,60;22,93;32,88
18,39;23,40;75,97;19,90;32,03
35,90;31,99;70,16;17,12;20,80
8,39;20,87;68,50;15,70;22,71
7,93;22,92;58,47;21,05;35,90
16,78;27,78;49,80;25,96;44,58
12,49;20,99;61,80;19,55;30,72
8,66;21,02;66,77;16,13;26,33
11,15;26,57;66,73;24,69;33,92
8,54;16,94;76,11;17,07;25,49
11,11;30,10;65,35;19,57;27,10
8,65;30,12;63,00;27,25;37,18
9,67;18,55;61,71;19,63;29,66
10,11;20,89;48,16;17,77;32,45
12,15;21,36;47,82;14,40;24,46
10,71;27,81;48,54;14,75;23,17
13,73;30,63;59,89;18,58;28,79
10,80;28,68;72,77;22,89;35,38
8,57;23,59;80,21;25,25;38,59
5,44;23,41;70,39;22,90;33,23
6,82;26,07;64,00;26,16;33,43
4,96;15,42;63,66;15,60;23,25
9,34;25,31;44,95;14,82;21,76
14,82;25,89;55,92;18,54;24,97
10,05;21,68;56,44;21,36;28,62
6,34;22,65;58,02;20,38;24,49
11,27;22,52;58,18;25,22;32,52
10,97;21,78;69,37;18,28;30,62
10,30;30,28;58,44;17,04;22,52
10,79;17,52;69,77;18,66;30,83
9,91;20,13;74,21;17,77;26,55
10,13;24,65;67,63;17,71;31,30
6,57;23,93;59,95;17,43;29,38
8,35;21,62;49,08;19,38;24,59
17,06;25,94;41,39;16,36;22,38
12,85;21,98;53,79;20,68;30,92
9,14;20,18;59,57;17,70;25,53
9,29;21,48;59,08;28,13;36,94
12,05;21,49;59,50;25,64;38,57
13,17;21,82;62,20;18,52;29,51
7,03;18,02;71,00;9,46;17,75
8,71;20,99;40,05;12,79;22,06
10,71;23,22;53,37;18,07;24,22
7,38;17,96;72,92;14,11;19,73
11,33;21,74;83,46;21,23;27,53
9,67;20,77;69,52;16,43;24,24
8,93;24,03;58,98;20,79;29,37
6,66;21,18;53,97;25,79;32,17
4,83;22,73;59,03;20,51;26,12
4,55;21,81;49,87;42,61;47,10
5,97;27,94;65,73;19,48;27,45
4,40;21,06;72,02;26,46;38,65
7,57;14,51;61,64;17,55;30,88
9,36;20,36;51,87;28,52;44,94
6,53;16,27;51,62;19,29;27,12
9,58;17,17;72,77;23,01;32,91
9,65;17,83;67,46;22,56;29,24
8,82;20,10;62,79;25,33;33,47
7,49;16,76;54,09;19,59;29,64
9,61;16,27;45,02;19,03;32,36
15,71;18,97;48,97;18,26;28,98
25,95;23,14;45,38;17,91;25,97
23,62;24,93;48,67;19,45;30,50
11,83;21,25;54,50;15,45;25,81
12,88;33,76;51,62;17,65;24,32
11,49;33,15;52,35;15,89;25,21
8,25;20,09;53,64;11,15;21,86
11,94;26,12;63,31;18,54;24,16
11,29;27,92;36,78;13,36;14,95
14,53;29,49;47,47;24,75;26,40
10,57;28,40;61,48;18,01;22,28
9,49;23,20;80,09;16,76;22,02
27,28;31,58;71,43;18,97;21,11
11,53;24,33;68,28;18,90;20,62
17,23;31,87;59,92;16,34;23,48
24,96;28,37;79,76;21,85;25,13
19,24;28,16;67,79;17,07;20,64
19,39;37,71;77,00;20,37;25,24
13,94;28,60;66,00;18,05;21,51
11,19;19,23;61,99;16,94;19,78
8,53;25,09;50,79;14,45;20,34
6,05;19,24;63,66;16,86;18,47
6,46;18,08;70,00;15,42;24,75
12,70;26,62;77,46;26,77;29,11
13,37;27,44;70,56;18,63;25,94
6,81;16,46;71,70;18,08;28,62
18,79;17,39;73,43;11,60;15,06
8,90;25,67;52,91;16,39;27,59
7,86;18,05;59,53;21,35;21,89
9,47;24,36;71,41;16,88;19,90
8,43;23,90;68,15;21,02;34,25
10,27;21,96;64,22;26,01;40,89
12,49;20,58;72,33;17,08;28,46
10,10;21,01;55,95;25,41;40,94
9,29;25,71;57,94;24,04;36,81
9,69;25,26;67,60;23,38;32,64
9,58;21,78;75,30;24,66;36,33
7,45;26,51;67,86;35,83;42,38
6,65;32,83;58,62;39,40;44,24
8,05;24,01;66,65;29,08;37,35
13,61;17,55;56,34;22,09;32,09
32,58;30,50;54,36;26,29;42,25
24,60;22,44;62,85;20,24;25,18
26,30;28,09;51,09;23,63;32,18
11,24;25,11;54,69;17,74;30,14
12,61;25,18;57,48;18,26;31,71
17,80;24,94;65,94;25,33;31,10
19,53;21,08;64,73;20,13;29,47
11,10;23,13;72,94;34,18;36,58
21,85;22,40;54,66;36,09;40,75
17,26;20,18;33,70;19,25;26,12
23,42;23,78;37,94;16,51;27,27
21,97;26,69;38,99;24,74;40,86
7,62;13,40;51,26;19,94;23,41
9,02;12,53;52,54;18,58;30,74
24,24;22,11;42,86;21,71;31,67
12,34;24,09;50,48;19,70;22,85
18,78;26,69;62,29;37,82;33,22
22,99;27,95;77,37;32,20;43,11
27,76;27,78;50,73;18,50;25,63
29,59;28,85;72,84;22,00;25,40
19,33;24,31;62,47;24,99;28,08
20,78;30,04;65,28;34,54;39,14
20,92;32,13;65,48;27,41;38,92
19,08;30,98;44,37;36,51;43,24
9,78;26,36;44,74;29,43;48,04
12,36;25,44;57,49;23,08;37,10
9,19;20,63;57,12;20,73;21,35
10,97;20,31;51,42;19,30;29,79
16,90;22,76;63,47;16,58;16,50
20,90;28,05;56,04;34,12;35,24
10,38;24,98;49,92;26,97;40,45
11,84;28,04;51,13;23,08;27,93
13,01;20,98;69,48;20,03;31,18
26,48;21,28;37,53;14,13;19,20
21,56;21,18;38,21;19,50;18,91
7,73;21,45;52,24;19,42;29,52
11,90;30,19;48,08;20,70;23,06
9,93;14,64;64,90;15,41;19,17
16,05;21,43;37,93;15,50;23,31
20,11;25,95;33,72;17,72;20,55
8,82;21,93;44,12;21,67;32,83
13,28;21,39;51,64;18,81;21,55
19,46;25,12;59,52;17,46;19,99
13,15;32,12;56,32;36,04;43,26
23,25;36,02;74,85;35,34;40,77
22,14;33,31;68,30;38,42;40,72
15,27;24,35;45,89;38,36;32,63
9,77;18,15;51,91;21,20;24,47
10,53;21,69;46,90;25,51;22,57
9,50;20,94;54,23;30,17;28,37
10,24;28,28;47,95;34,26;33,43
10,90;25,21;44,74;30,25;33,96
10,01;25,78;38,17;24,88;36,02
7,78;24,86;44,93;22,01;33,73
14,25;29,68;44,80;20,81;26,22
19,72;25,52;57,23;24,28;29,96
17,24;23,29;47,95;20,93;30,43
5,14;19,41;41,91;19,30;23,42
24,89;21,35;31,03;16,74;25,26
23,56;24,09;23,58;15,70;22,96
6,55;21,06;36,34;21,21;32,59
14,48;24,58;34,58;29,62;42,61
18,65;25,71;39,45;32,18;44,19
16,86;28,21;44,17;40,43;52,50
13,78;21,07;39,55;41,95;52,83
7,23;22,34;36,52;30,29;44,45
7,15;22,59;42,41;24,04;37,19
16,54;26,06;42,82;25,13;36,33
7,17;18,44;44,65;27,40;37,54
10,89;19,99;40,42;17,28;26,35
18,19;28,04;41,91;28,32;42,72
20,93;36,07;41,37;35,57;51,40
20,87;39,01;50,08;29,11;48,56
16,23;34,59;46,12;34,68;48,70
16,35;30,40;43,74;38,92;51,02
15,44;29,36;45,83;34,84;46,71
21,37;29,50;55,96;36,26;47,87
23,30;26,21;58,33;36,05;48,26
27,19;25,59;60,11;30,67;38,21
15,38;29,01;55,76;29,78;41,65
8,60;23,07;43,29;26,76;38,50
6,69;23,65;33,05;23,58;35,38
17,16;29,59;32,72;28,44;42,82
22,69;29,76;32,62;25,75;38,81
31,57;36,33;30,93;30,08;49,74
17,97;39,35;38,31;39,19;56,93
18,98;38,68;33,47;44,56;65,07
20,34;40,83;31,86;43,57;61,35
23,14;46,69;43,95;47,49;70,94
23,72;41,23;48,52;45,61;57,77
9,65;24,56;38,79;29,22;37,77
11,17;27,29;31,07;20,38;30,23
16,47;19,33;34,41;19,30;26,54
10,88;20,01;30,34;19,73;30,32
26,63;27,11;24,99;28,47;39,75
11,94;24,60;33,11;24,66;39,11
18,94;25,00;32,85;23,59;38,73
13,74;22,48;34,75;20,59;23,60
14,52;25,65;33,55;23,49;35,37
6,25;24,88;37,27;25,18;38,89
14,44;35,59;35,10;35,26;52,90
16,13;34,21;35,23;38,98;58,45
16,22;34,85;29,57;43,80;62,18
14,96;33,13;33,16;39,03;49,43
14,87;32,65;35,34;38,74;48,15
21,27;36,17;39,41;41,75;56,16
19,47;30,96;36,24;38,00;49,05
12,20;29,81;29,05;40,60;48,15
11,98;26,58;35,70;32,94;42,03
10,38;24,60;36,47;26,53;37,01
25,90;36,77;27,33;37,56;47,83
14,54;31,47;36,79;40,63;49,69
14,79;25,33;35,06;26,63;35,55
42,03;36,25;29,40;43,08;63,13
54,31;45,45;33,17;59,21;80,43
19,53;35,24;38,66;54,92;74,76
35,58;45,46;39,82;67,38;86,21
20,91;39,34;46,83;71,82;87,64
22,08;36,37;42,08;63,33;85,24
33,38;41,25;35,20;50,33;73,49
19,18;38,10;37,22;50,66;78,98
13,17;35,26;34,66;61,30;88,54
14,42;26,34;32,86;38,14;67,55
7,96;21,36;43,79;26,55;44,75
11,11;23,00;41,18;29,93;48,57
17,24;29,95;46,87;44,65;57,32
13,14;30,00;40,17;49,96;73,54
12,35;29,66;42,50;44,03;79,08
13,05;34,17;43,18;52,88;80,93
13,88;36,86;44,98;58,65;92,28
24,11;41,29;41,51;67,99;91,26
17,78;38,06;54,98;67,62;97,00
17,21;30,95;47,14;51,30;73,72
24,01;36,58;35,51;51,21;84,31
17,17;39,07;39,52;61,31;94,81
14,85;30,84;38,46;48,53;72,39
14,52;30,74;40,39;48,67;62,65
9,52;23,89;49,40;42,02;67,81
10,07;24,98;46,01;44,57;66,79
11,29;27,99;39,09;45,08;62,01
15,20;18,61;54,03;25,96;46,20
16,28;26,98;32,91;29,79;53,79
18,65;26,88;37,46;35,35;57,38
13,88;23,34;37,79;29,64;50,96
14,72;22,15;37,37;27,31;48,68
16,08;20,43;36,02;27,80;40,49
13,33;20,00;27,76;23,56;40,45
12,38;22,08;20,55;20,58;36,59
9,25;23,82;21,45;35,12;50,90
23,36;30,46;19,75;42,96;68,91
11,06;28,38;31,98;36,85;54,55
13,05;25,40;33,16;28,83;44,86
9,51;20,69;29,95;24,30;36,88
16,80;15,91;30,51;19,94;30,59
23,85;21,75;36,48;19,15;30,42
20,72;28,03;29,43;31,19;53,33
25,49;29,40;25,15;37,50;66,91
27,94;35,36;23,95;57,82;94,05
30,75;38,59;25,15;54,91;87,64
38,78;36,97;30,86;53,02;81,07
23,84;30,28;29,67;46,66;65,63
21,50;34,19;25,96;40,06;64,04
41,28;47,80;24,10;62,03;95,28
16,90;38,27;43,22;49,73;72,74
24,05;40,29;39,21;40,95;65,31
14,69;32,88;39,20;36,29;63,86
15,24;30,89;37,36;42,34;68,93
12,59;23,80;41,28;37,76;60,39
8,21;23,70;40,90;33,89;59,35
14,46;27,03;47,13;35,23;61,89
15,23;18,19;61,19;25,99;60,18
8,55;26,90;50,57;30,29;56,16
11,63;27,84;45,07;35,46;69,50
15,53;19,31;61,55;33,74;69,08
13,23;13,99;62,30;28,42;62,49
11,26;23,08;38,72;26,15;49,97
11,86;22,02;38,96;25,35;50,72
20,59;33,21;33,18;26,93;51,33
8,60;20,04;53,07;28,69;59,93
7,92;12,92;57,21;18,33;34,77
18,53;34,47;40,84;30,06;51,90
19,91;31,72;54,43;36,36;60,24
16,93;43,68;72,81;43,50;75,14
22,57;53,64;55,96;45,58;73,85
32,78;56,51;64,71;49,81;79,77
20,44;38,82;79,19;38,91;63,21
18,71;26,81;70,05;29,69;54,16
20,49;25,20;32,05;16,80;37,95
18,84;26,60;53,06;26,84;47,09
